,answer,groups,imageId,question,entailed,equivalent,local_question_group,local_question_group_clean,global_question_group
04374529,zoo,"{'global': 'place', 'local': '02q-place'}",2349277,Which place is it?,"['04374528', '04374530', '04374531', '04374532']",['04374529'],02q-place,place,place
15727508,station,"{'global': 'place', 'local': '02q-place'}",2354333,Which place is it?,['15727507'],['15727508'],02q-place,place,place
09862621,field,"{'global': 'place', 'local': '02q-place'}",2336703,Which place is it?,"['09862626', '09862624', '09862625', '09862622', '09862623', '09862620']",['09862621'],02q-place,place,place
07280402,forest,"{'global': 'place', 'local': '02q-place'}",2340622,Which place is it?,"['07280404', '07280405', '07280401', '07280403']",['07280402'],02q-place,place,place
131024357,street,"{'global': 'place', 'local': '02q-place'}",2348113,What place is shown?,['131024358'],['131024357'],02q-place,place,place
01576659,pen,"{'global': '', 'local': '02q-place'}",2320218,Where was the photo taken?,['01576660'],['01576659'],02q-place,place,
01239018,pen,"{'global': '', 'local': '02q-place'}",2350342,Which place is this picture in?,['01239019'],['01239018'],02q-place,place,
01239019,pen,"{'global': '', 'local': '02q-place'}",2350342,Which place is it?,['01239018'],['01239019'],02q-place,place,
14685193,stadium,"{'global': 'place', 'local': '02q-place'}",2366438,Which place is it?,"['14685191', '14685192']",['14685193'],02q-place,place,place
02867932,road,"{'global': 'road', 'local': '02q-place'}",2369525,Where was the photo taken?,['02867933'],['02867932'],02q-place,place,road
15873128,road,"{'global': 'road', 'local': '02q-place'}",2354565,Which place is it?,"['15873127', '15873126']",['15873128'],02q-place,place,road
16686571,forest,"{'global': 'place', 'local': '02q-place'}",2325334,Which place is it?,"['16686574', '16686572', '16686573', '16686570']",['16686571'],02q-place,place,place
18798960,park,"{'global': 'place', 'local': '02q-place'}",2404622,Which place is it?,"['18798964', '18798961', '18798963', '18798962', '18798959']",['18798960'],02q-place,place,place
13764364,garden,"{'global': 'place', 'local': '02q-place'}",2343759,Which place is it?,"['13764362', '13764363', '13764365', '13764366', '13764367']",['13764364'],02q-place,place,place
19532390,farm,"{'global': 'place', 'local': '02q-place'}",2393176,Which place is it?,"['19532391', '19532392', '19532393', '19532394', '19532389']",['19532390'],02q-place,place,place
09853306,street,"{'global': 'place', 'local': '02q-place'}",2317440,What place could this be?,['09853307'],['09853306'],02q-place,place,place
04461211,park,"{'global': 'place', 'local': '02q-place'}",2332966,Which place is it?,"['04461212', '04461213', '04461210', '04461216', '04461214', '04461215', '04461209']",['04461211'],02q-place,place,place
0139408,sidewalk,"{'global': 'road', 'local': '02q-place'}",345,What place is it?,['0139409'],['0139408'],02q-place,place,road
10422021,field,"{'global': 'place', 'local': '02q-place'}",2363249,Which place is it?,"['10422020', '10422022', '10422023', '10422024', '10422025']",['10422021'],02q-place,place,place
1148479,walkway,"{'global': 'road', 'local': '02q-place'}",2382283,Which place is it?,['1148478'],['1148479'],02q-place,place,road
05536549,sidewalk,"{'global': 'road', 'local': '02q-place'}",2359297,Which place is it?,['05536548'],['05536549'],02q-place,place,road
08493859,beach,"{'global': 'place', 'local': '02q-place'}",2337808,Which place is it?,"['08493860', '08493861', '08493862', '08493863', '08493858']",['08493859'],02q-place,place,place
10180213,field,"{'global': 'place', 'local': '02q-place'}",2345688,Which place is it?,"['10180212', '10180214', '10180215', '10180216']",['10180213'],02q-place,place,place
1614645,porch,"{'global': 'place', 'local': '02q-place'}",2317259,Which place is it?,"['1614642', '1614643', '1614641', '1614644']",['1614645'],02q-place,place,place
16664128,forest,"{'global': 'place', 'local': '02q-place'}",2378285,What place is pictured?,"['16664129', '16664136', '16664134', '16664135', '16664132', '16664133', '16664130', '16664131']",['16664128'],02q-place,place,place
16664129,forest,"{'global': 'place', 'local': '02q-place'}",2378285,Which place is it?,"['16664128', '16664136', '16664134', '16664135', '16664132', '16664133', '16664130', '16664131']",['16664129'],02q-place,place,place
0787719,road,"{'global': 'road', 'local': '02q-place'}",2410667,Which place is it?,['0787718'],['0787719'],02q-place,place,road
0787718,road,"{'global': 'road', 'local': '02q-place'}",2410667,What place is this?,['0787719'],['0787718'],02q-place,place,road
04434533,street,"{'global': 'place', 'local': '02q-place'}",2337028,Which place is it?,['04434532'],['04434533'],02q-place,place,place
04434532,street,"{'global': 'place', 'local': '02q-place'}",2337028,What is the image showing?,['04434533'],['04434532'],02q-place,place,place
17655297,roadway,"{'global': 'road', 'local': '02q-place'}",2333621,Which place is it?,"['17655296', '17655295', '17655294']",['17655297'],02q-place,place,road
01920002,road,"{'global': 'road', 'local': '02q-place'}",2358963,What type of place is shown?,['01920003'],['01920002'],02q-place,place,road
15864930,beach,"{'global': 'place', 'local': '02q-place'}",2340077,Which place is it?,"['15864931', '15864932', '15864933', '15864934', '15864935', '15864929']",['15864930'],02q-place,place,place
00328320,lake,"{'global': 'place', 'local': '02q-place'}",2319310,Which place is it?,"['00328317', '00328319', '00328318']",['00328320'],02q-place,place,place
13370444,ocean,"{'global': 'place', 'local': '02q-place'}",2328743,Where is it?,['13370445'],['13370444'],02q-place,place,place
13370445,ocean,"{'global': 'place', 'local': '02q-place'}",2328743,Which place is it?,['13370444'],['13370445'],02q-place,place,place
14315147,pen,"{'global': '', 'local': '02q-place'}",2316784,Which place is it?,['14315146'],['14315147'],02q-place,place,
14315146,pen,"{'global': '', 'local': '02q-place'}",2316784,What place is shown?,['14315147'],['14315146'],02q-place,place,
15231090,road,"{'global': 'road', 'local': '02q-place'}",2375087,Which place is it?,['15231089'],['15231090'],02q-place,place,road
04130569,town,"{'global': 'place', 'local': '02q-place'}",2351806,Which place is this picture at?,"['04130568', '04130570']","['04130569', '04130568']",02q-place,place,place
00121089,street,"{'global': 'place', 'local': '02q-place'}",2348641,What place is it?,"['00121091', '00121090']","['00121090', '00121089']",02q-place,place,place
01887151,store,"{'global': 'place', 'local': '02q-place'}",2321148,Which place is it?,"['01887148', '01887149', '01887154', '01887150', '01887153', '01887152']",['01887151'],02q-place,place,place
15849604,park,"{'global': 'place', 'local': '02q-place'}",2363364,Which place is it?,"['15849608', '15849607', '15849606', '15849605', '15849603']",['15849604'],02q-place,place,place
02712981,road,"{'global': 'road', 'local': '02q-place'}",2382817,Which place is it?,['02712980'],['02712981'],02q-place,place,road
15844720,sidewalk,"{'global': 'road', 'local': '02q-place'}",2388529,Which place is it?,['15844719'],['15844720'],02q-place,place,road
13553429,lake,"{'global': 'place', 'local': '02q-place'}",2350770,Which place is it?,['13553428'],['13553429'],02q-place,place,place
13553428,lake,"{'global': 'place', 'local': '02q-place'}",2350770,What place was the photo taken at?,['13553429'],['13553428'],02q-place,place,place
17285915,harbor,"{'global': 'place', 'local': '02q-place'}",2368689,Which place is it?,"['17285913', '17285914', '17285917', '17285916', '17285918']",['17285915'],02q-place,place,place
06544860,beach,"{'global': 'place', 'local': '02q-place'}",2347276,Which place is it?,"['06544859', '06544864', '06544863', '06544862', '06544861']",['06544860'],02q-place,place,place
13955566,lawn,"{'global': 'place', 'local': '02q-place'}",2411900,Which place is it?,['13955565'],['13955566'],02q-place,place,place
13955565,lawn,"{'global': 'place', 'local': '02q-place'}",2411900,What place could this be?,['13955566'],['13955565'],02q-place,place,place
08103194,skate park,"{'global': 'place', 'local': '02q-place'}",498386,What place could this be?,['08103195'],['08103194'],02q-place,place,place
14750108,field,"{'global': 'place', 'local': '02q-place'}",2366999,Which place is it?,"['14750110', '14750111', '14750109', '14750107', '14750106']",['14750108'],02q-place,place,place
07403885,street,"{'global': 'place', 'local': '02q-place'}",2359097,What place could this be?,['07403886'],['07403885'],02q-place,place,place
16912928,sidewalk,"{'global': 'road', 'local': '02q-place'}",2318596,Which place is it?,"['16912925', '16912924', '16912927', '16912926']",['16912928'],02q-place,place,road
00145972,field,"{'global': 'place', 'local': '02q-place'}",2370223,Which place is it?,"['00145973', '00145970', '00145971', '00145976', '00145974', '00145975', '00145969']",['00145972'],02q-place,place,place
03820517,street,"{'global': 'place', 'local': '02q-place'}",1799,What is the photo showing?,['03820518'],['03820517'],02q-place,place,place
07905458,sea,"{'global': 'place', 'local': '02q-place'}",2412109,What place is shown?,"['07905459', '07905460']","['07905459', '07905458']",02q-place,place,place
14747770,beach,"{'global': 'place', 'local': '02q-place'}",2365429,Which place is it?,"['14747769', '14747771', '14747772', '14747773']",['14747770'],02q-place,place,place
17531297,restaurant,"{'global': 'place', 'local': '02q-place'}",2349621,Which place is it?,"['17531296', '17531298', '17531300', '17531299']",['17531297'],02q-place,place,place
11463460,stadium,"{'global': 'place', 'local': '02q-place'}",2393302,What place is this image in?,['11463461'],['11463460'],02q-place,place,place
18932185,pavement,"{'global': 'road', 'local': '02q-place'}",2416281,What place is pictured?,['18932186'],['18932185'],02q-place,place,road
18932186,pavement,"{'global': 'road', 'local': '02q-place'}",2416281,Which place is it?,['18932185'],['18932186'],02q-place,place,road
1399695,city,"{'global': 'place', 'local': '02q-place'}",2398003,Which place is it?,"['1399700', '1399698', '1399699', '1399696', '1399697', '1399694']",['1399695'],02q-place,place,place
04734132,street,"{'global': 'place', 'local': '02q-place'}",2416480,What place could this be?,['04734133'],['04734132'],02q-place,place,place
10459403,city,"{'global': 'place', 'local': '02q-place'}",2410116,Which place is it?,"['10459404', '10459405', '10459406', '10459400', '10459401', '10459402']",['10459403'],02q-place,place,place
16536764,beach,"{'global': 'place', 'local': '02q-place'}",2412550,Which place is it?,"['16536763', '16536765', '16536767', '16536766']",['16536764'],02q-place,place,place
19148597,city,"{'global': 'place', 'local': '02q-place'}",2373675,Which place is it?,"['19148599', '19148598', '19148595', '19148596', '19148601', '19148600']",['19148597'],02q-place,place,place
06175192,street,"{'global': 'place', 'local': '02q-place'}",2392319,Which place is it?,['06175191'],['06175192'],02q-place,place,place
15506597,terminal,"{'global': 'place', 'local': '02q-place'}",2413838,Which place is it?,['15506596'],['15506597'],02q-place,place,place
15506596,terminal,"{'global': 'place', 'local': '02q-place'}",2413838,What place is this?,['15506597'],['15506596'],02q-place,place,place
10226180,airport,"{'global': 'place', 'local': '02q-place'}",2315424,Which place is it?,"['10226179', '10226181', '10226183', '10226182', '10226184']",['10226180'],02q-place,place,place
17736929,swimming pool,"{'global': 'place', 'local': '02q-place'}",1251,Which place is it?,['17736928'],['17736929'],02q-place,place,place
01674962,store,"{'global': 'place', 'local': '02q-place'}",2357482,Which place is it?,"['01674968', '01674959', '01674965', '01674966', '01674967', '01674960', '01674961', '01674963', '01674964']",['01674962'],02q-place,place,place
03858955,display,"{'global': 'place', 'local': '02q-place'}",2346521,What place is this?,['03858956'],['03858955'],02q-place,place,place
03858956,display,"{'global': 'place', 'local': '02q-place'}",2346521,Which place is it?,['03858955'],['03858956'],02q-place,place,place
12411198,lake,"{'global': 'place', 'local': '02q-place'}",2324579,What kind of place is this?,['12411199'],['12411198'],02q-place,place,place
01327030,park,"{'global': 'place', 'local': '02q-place'}",2339028,Which place is it?,"['01327029', '01327031', '01327033', '01327032', '01327035', '01327034']",['01327030'],02q-place,place,place
03664644,pavement,"{'global': 'road', 'local': '02q-place'}",2364171,Which place is it?,['03664643'],['03664644'],02q-place,place,road
03747797,park,"{'global': 'place', 'local': '02q-place'}",2337181,Which place is it?,"['03747798', '03747799', '03747796', '03747795', '03747802', '03747803', '03747800', '03747801']",['03747797'],02q-place,place,place
07599410,ocean,"{'global': 'place', 'local': '02q-place'}",2354839,What place could this be?,['07599411'],['07599410'],02q-place,place,place
15541622,cafe,"{'global': 'place', 'local': '02q-place'}",2407611,What kind of place is it?,"['15541623', '15541621']","['15541622', '15541621']",02q-place,place,place
15541623,cafe,"{'global': 'place', 'local': '02q-place'}",2407611,Which place is it?,"['15541622', '15541621']",['15541623'],02q-place,place,place
16583289,garage,"{'global': 'place', 'local': '02q-place'}",1473,What place was the picture taken at?,"['16583295', '16583294', '16583291', '16583290', '16583293', '16583292']",['16583289'],02q-place,place,place
